,Productos,Precio/Kg,Precios,PrecioPrevio,Ofertas,Promociones
8580,"
Mermelada de mandarina ecológica Pedro Luis sin gluten 300 g.","
 300 G. |
9,33 €/kg","2,80 €",,,
8581,"
Café arábica ecológico en cápsulas Origen&Planet compatible con Dolce Gusto 16 unidades de 7 g.","
 16 Ud. |
37,50 €/kg","4,20 €",,,
8582,"
Pasta rellena de espinacas ecológica Vivibio 250 g.","
 250 G. |
17,00 €/kg","4,25 €",,,
8583,"
Tofu mediterraneo suave ecológico Soria Natural 200 g.","
 200 G. |
18,75 €/kg","3,75 €",,,
8584,,,,,,
8585,"
Crema de calabaza e hinojo con un toque de jengibre ecológica Hero 345 g.","
 345 G. |
7,54 €/kg","2,60 €",,,
8586,"
Kéfir de cabra y oveja ecológico El Cantero de Letur 500 ml.","
 500 Ml. |
7,20 €/l","3,60 €",,,
8587,"
Salvado de avena ecológico Ecocesta 250 g.","
 250 G. |
6,68 €/kg","1,67 €",,,
8588,"
Cereales de fibra ecológicos Ecocesta 450 g.","
 450 G. |
9,33 €/kg","4,20 €",,,
8589,"
Levadura de cerveza ecológica Ecocesta 150 g.","
 150 G. |
39,33 €/kg","5,90 €",,,
8590,"
Bebida de avena con calcio ecológica Naturgreen brik 200 ml.","
 200 Ml. |
5,30 €/l","1,06 €",,,
8591,"
Mermelada de ciruela ecológica Pedro Luis sin gluten 280 g.","
 280 G. |
9,33 €/kg","2,80 €",,,
8592,"
Chocolate con leche cremoso ecológico Oxfam Intermón 100 g.","
 100 G. |
21,00 €/kg","2,10 €",,,
8593,"
Almendras peladas laminadas ecológicas Vahiné 100 g.","
 100 G. |
52,50 €/kg","5,25 €",,,3x2
8594,"
Mermelada de melocotón categoría extra ecológica Helios sin gluten 350 g.","
 350 G. |
5,71 €/kg","2,00 €",,,
8595,"
Aceituna verde deshuesada ecológica 170 g","
 170 G |
11,76 €/kg","2,00 €",,,
8596,"
Tortilla de verduras con kale sin huevo ecológico Soria Natural sin gulten sin lactosa 250 g.","
 250 G. |
12,20 €/kg","3,05 €",,,
8597,"
Semillas de cáñamo peladas ecológicas Linwoods 250 g.","
 250 G. |
36,22 €/kg","8,15 €",,,
8598,"
Chocolate negro con quinoa ecológico Ethiquable 100 g.","
 100 G. |
25,00 €/kg","2,50 €",,,
8599,"
Bebida de avena con calcio Naturgreen ecológica brik 1 l.","
 1 L. |
2,70 €/l","2,70 €",,,
8600,"
Postre de arroz y vainilla ecológico Naturgreen sin gluten y sin lactosa pack de 2 unidades de 125 g.","
 Pack 2x125 G. |
8,60 €/kg","2,15 €",,,
8601,"
Chocolate negro 100% cacao ecológico Torras sin gluten 100 g.","
 100 G. |
31,50 €/kg","3,15 €",,,
8602,"
Crema de legumbres ecológica Pedro Luis sin gluten 500 ml.","
 500 Ml. |
7,42 €/kg","3,60 €",,,
8603,"
Mango crujiente ecológico Vitasnack sin gluten y sin lactosa doy pack 26 g.","
 26 G. |
109,62 €/kg","2,85 €",,,
8604,"
Chocolate con leche ecológico Moo Free sin gluten y sin lactosa 100 g.","
 100 G. |
0,05 €/g","3,95 €",,,
8605,"
Tortitas de arroz integral ecológicas Gullón sin gluten 129 g.","
 129 G. |
12,33 €/kg","1,59 €",,,2x1 Acumulación
8606,"
Café molido natural Etiopía ecológico Oxfam Intermón 261 g.","
 261 G. |
23,75 €/kg","6,20 €",,,
8607,"
Infusión de té blanco con naranja en bolsitas ecológico Cupper 20 ud.","
 20 Ud. |
92,65 €/kg","3,15 €",,,
8608,"
Mermelada de mora ecológica Pedro Luis sin gluten 280 g.","
 280 G. |
13,67 €/kg","4,10 €",,,
8609,,,,,,
8610,"
Clavo entero ecológico Cannamela 32 g.","
 32 G. |
114,06 €/kg","3,65 €",,,
8611,"
Galletas barquillo sabor vainilla ecológicas Florbú 160 g.","
 160 G. |
10,00 €/kg","1,60 €",,,
8612,"
Chocolate negro con bayas de goji ecológico Torras sin gluten 100 g.","
 100 G. |
22,00 €/kg","2,20 €",,,
8613,"
Cereales de arroz con chocolate ecológicos Vitabella sin gluten y sin lactosa 340 g.","
 340 G. |
13,83 €/kg","4,15 €",,,
8614,"
Yogur de cabra ecológico LaCabra 420 g.","
 420 G. |
7,14 €/kg","3,00 €",,,
8615,"
Infusión de hierba limón, eucalipto y ginkgo en bolsitas feel zen ecológica Cupper 20 ud.","
 20 Ud. |
81,43 €/kg","2,85 €",,,
8616,"
Crema al cacao de avellanas ecológica Paño 400 g.","
 400 G. |
10,12 €/kg","4,05 €",,,
8617,"
Chocolate negro con caramelo al punto de sal ecológico Ethiquable 100 g.","
 100 G. |
31,50 €/kg","3,15 €",,,
8618,"
Yogur desnatado de cabra ecológico LaCabra sin lactosa 420 g.","
 420 G. |
7,14 €/kg","3,00 €",,,
8619,"
Ciruelas con hueso ecológicas Medina 250 g.","
 250 G. |
16,60 €/kg","4,15 €",,,
8620,"
Kéfir de cabra ecológico Cantero de Letur 420 g.","
 420 G. |
7,50 €/kg","3,15 €",,,
8621,"
Galletas de avena integral con trigo sarraceno,coco y cacao ecológicas Naturgreen sin lactosa 140 g.","
 140 G. |
22,86 €/kg","3,20 €",,,
8622,"
Números vegetales ecológicos Los Lositos 250 g.","
 250 G. |
16,60 €/kg","4,15 €",,,3x2
8623,"
Pipas ecológicas Paño Nature peladas 125 g.","
 125 G. |
13,68 €/kg","1,71 €",,,
8624,"
Arroz integral hinchado ecológico Ecocesta 350 g.","
 350 G. |
11,29 €/kg","3,95 €",,,
8625,"
Compota de arandano ecológica Qbio sin gluten 320 g.","
 320 G. |
12,66 €/kg","4,05 €",,,
8626,"
Bebida de avena calciavena ecológica Santiveri brik 1 l.","
 1 L. |
2,19 €/l","2,19 €",,,
8627,"
Caldo natural de alcachofa ecológico Aneto sin gluten y sin lactosa 1 L.","
 1 L. |
4,90 €/l","4,90 €",,,
8628,"
Nueces sin cáscara ecológicas Natura Borges 100 g.","
 100 G. |
28,50 €/kg","2,85 €",,,
8629,"
coco rallado ecológico Vahiné 115 g.","
 115 G. |
31,74 €/kg","3,65 €",,,3x2
8630,"
Mermelada de albaricoque ecológica Helios sin gluten 230 g.","
 230 G. |
7,39 €/kg","1,70 €",,,
8631,"
Semillas de chía ecológicas Naturgreen 225 g.","
 225 G. |
19,00 €/kg","4,75 €",,,
8632,"
Chocolate negro 72% ecológico Ethiquable 100 g.","
 100 G. |
28,50 €/kg","2,85 €",,,
8633,"
Almendras crudas sin piel ecológicas Medina 100 g.","
 100 G. |
34,00 €/kg","3,40 €",,,
8634,,,,,,
8635,"
Cereales de quinoa con agave y coco ecológicos Ecocesta 300 g.","
 300 G. |
16,00 €/kg","4,80 €",,,3x2
8636,"
Seitan en rodajas ecológico Ecocesta 300 g.","
 300 G. |
16,50 €/kg","4,95 €",,,
8637,"
Semillas de lino con girasol, calabaza, cáñamo y frambuesa molidas sin azúcar añadido ecológicas Ecocesta sin gluten y sin lactosa 200 g.","
 200 G. |
20,50 €/kg","4,10 €",,,
8638,"
Semillas de lino molidas con almendra y coco sin azúcar añadido ecológicas Ecocesta sin gluten 200 g.","
 200 G. |
20,25 €/kg","4,05 €",,,
8639,"
Té Rooibo en bolistas ecológico Artemísbio 20 ud.","
 20 Ud. |
76,79 €/kg","2,15 €",,,
8640,"
Kéfir de cabra y oveja ecológico El Cantero de Letur 500 ml.","
 500 Ml. |
7,00 €/l","3,50 €",,,
8641,"
Cocktail de frutos secos ecológicos Paño 90 g.","
 90 G. |
38,78 €/kg","3,49 €",,,
8642,"
Té verde con coco en bolsitas ecológico Higher Living 20 ud.","
 20 Ud. |
78,75 €/kg","3,15 €",,,
8643,"
Kéfir de vaca ecológico Cantero de Letur 420 g.","
 420 G. |
6,79 €/kg","2,85 €",,,
8644,"
Almendras fritas y saladas ecológicas Paño 90 g.","
 90 G. |
31,11 €/kg","2,80 €",,,
8645,"
Alubias blancas con verduras ecológicas Pedro Luis sin gluten 245 g.","
 345 G. |
7,97 €/kg","2,75 €",,,
8646,"
Soja germinada ecologica ecológico Paño 330 g.","
 330 G. |
8,03 €/kg","2,65 €",,,
8647,"
Atún claro en aceite de oliva virgen extra ecológico Cuca 80 g.","
 81 G. |
32,50 €/kg","2,60 €",,,
8648,"
Compota de fresa ecológica Qbio sin gluten 320 g.","
 320 G. |
10,00 €/kg","3,20 €",,,
8649,"
Remolacha crujiente ecológica VitaSnack 24 g.","
 24 G. |
114,58 €/kg","2,75 €",,,
8650,"
Yogur de cabra desnatado ecológico Cantero de Letur 420 g.","
 420 G. |
7,14 €/kg","3,00 €",,,
8651,"
Cúrcuma molida ecológica Cannamela 47 g.","
 47 G. |
62,77 €/kg","2,95 €",,,
8652,"
Mermelada de ciruela categoría extra ecológica Helios sin gluten 350 g.","
 350 G. |
5,71 €/kg","2,00 €",,,
8653,"
Kéfir de cabra ecológico LaCabra 420 g.","
 420 G. |
7,38 €/kg","3,10 €",,,
8654,"
Chocolate negro intenso 74% ecológico Ethiquable 100 g.","
 100 G. |
28,50 €/kg","2,85 €",,,
8655,"
Kéfir de cabra y oveja ecológico El Cantero de Letur 500 ml.","
 500 Ml. |
7,20 €/l","3,60 €",,,
8656,"
Galletas de avena integral con mijo, avellana y coco ecológica Naturgreen sin lactosa 140 g.","
 140 G. |
22,86 €/kg","3,20 €",,,
8657,"
Infusión de jengibres en bolsitas ecológica Pukka 20 ud.","
 20 Ud. |
112,50 €/kg","4,50 €",,,
8658,"
Mariposas de zanahoria morada y cúrcuma ecológicas Los Lositos 250 g.","
 250 G. |
16,60 €/kg","4,15 €",,,3x2
8659,,,,,,
8660,"
Galletas con pepitas de chocolate ecológicas Alce Nero 300 g.","
 300 G. |
12,30 €/kg","3,69 €",,,
8661,"
Cocktail de frutos rojos y coco ecológicos Paño Nature 240 g.","
 240 G. |
18,96 €/kg","4,55 €",,,
8662,"
Café molido Etiopia ecológico Ethiquiables 250 g.","
 250 G. |
20,60 €/kg","5,15 €",,,
8663,"
Bebida de avena barista professional sin azúcar añadido ecológica Ecomil brik 1 l.","
 1 L. |
2,15 €/l","2,15 €",,,
8664,"
Vinagre de sidra de manzana ecológico Natura 250 ml.","
 250 Ml. |
5,80 €/l","2,90 €",,,
8665,"
Aceituna verde ecológica 200 g","
 200 G |
10,00 €/kg","2,00 €",,,
8666,"
Infusión sueño con melisa en bolsitas ecológica Pompadour 18 ud.","
 18 Ud. |
129,63 €/kg","3,50 €",,,
8667,"
Bebida de arroz con calcio Naturgreen ecológica brik 200 ml.","
 200 Ml. |
5,30 €/l","1,06 €",,,
8668,"
Empanada de brócoli ecológica Soria Natural sin gluten 200 g.","
 200 G. |
17,50 €/kg","3,50 €",,,
8669,"
Patatas fritas sabor tomate a la provenzal ecológicas Lay's 100 g.","
 100 G. |
21,50 €/kg","2,15 €",,,
8670,"
Compota de albaricoque ecológica Qbio sin gluten 320 g.","
 320 G. |
9,69 €/kg","3,10 €",,,
8671,"
Puré de açaí berry ecológica 0% azucar Sambazon pack de 4 sobres de 100g.","
 Pack 4x100 G. |
15,75 €/kg","6,30 €",,,
8672,"
Postre de soja sabor chocolate ecológico Provamel pack de 4 unidades de 125 g.","
 Pack 4x125 G. |
6,70 €/kg","3,35 €",,,
8673,"
Galletas de avena integral con semillas de cáñamo ecológica s Naturgreen sin lactosa 140 g.","
 140 G. |
22,86 €/kg","3,20 €",,,
8674,"
Azúcar avainillado ecológico Vahiné 35 g.","
 35 G. |
128,57 €/kg","4,50 €",,,3x2
8675,"
Manzanilla ecológica en bolsitas Alma 15 ud.","
 15 Ud. |
245,45 €/kg","5,40 €",,,
8676,"
Mermelada de frambuesa ecológica Pedro Luis sin gluten 280 g.","
 280 G. |
13,67 €/kg","4,10 €",,,
8677,"
Bebida vegetal de anacardo ecológico Nature Ecomil sin gluten y sin lactosa brik 1 l.","
 1 L. |
3,30 €/l","3,30 €",,,
8678,"
Café molido mezcla verde ecológico Salomoni 250 g.","
 250 G. |
23,40 €/kg","5,85 €",,,
8679,"
Espirales de espelta ecológicas Soria Natural 250 g.","
 250 G. |
11,80 €/kg","2,95 €",,,
8680,"
Semillas de lino dorado ecológico Ecocesta 250 g.","
 250 G. |
8,20 €/kg","2,05 €",,,
8681,"
Chocolate negro 88% cacao del Perú ecológico Ethiquable 100 g,","
 100 G, |
31,00 €/kg","3,10 €",,,
8682,"
Mermelada de arándano con sirope de ágave ecológica Pedro Luis sin gluten 215 g.","
 215 G. |
19,07 €/kg","4,10 €",,,
8683,"
Tejas de almendra de Tolosa ecológicas Casa Eceiza sin lactosa 70 g.","
 70 G. |
41,43 €/kg","2,90 €",,,
8684,,,,,,
8685,"
Rollito de Tofu con sesamo ecológico Soria Natural 200 g.","
 200 G. |
16,00 €/kg","3,20 €",,,
8686,"
Bebida de soja con calcio ecológica Soria Natural brik 1 l.","
 1 L. |
1,96 €/l","1,96 €",,,
8687,"
Café molido natural ecológico Mujer Oxfam Intermón 250 g.","
 250 G. |
16,40 €/kg","4,10 €",,,
8688,"
D-Tox Chlorella, spirulina y kale ecológico Ecocesta 175 g.","
 175 G. |
41,43 €/kg","7,25 €",,,
8689,"
Galletas María de espelta con chocolate y sirope de Agave ecológicas El Horno de Leña 300 g.","
 300 G. |
20,00 €/kg","6,00 €",,,
8690,"
Infusión de jengibre y limón en bolsitas ecológica Pukka 20 ud.","
 20 Ud. |
112,50 €/kg","4,50 €",,,
8691,"
Gelatina alimentaria en hojas ecológica Vahiné 10 g.","
 10 G. |
260,00 €/kg","2,60 €",,,3x2
8692,"
Morcilla vegetal ecológica Ahimsa 230 g.","
 230 G. |
18,04 €/kg","4,15 €",,,
8693,"
Snack de arándanos crujientes ecológicos VitaSnack sin gluten doy pack 24 g.","
 24 G. |
127,08 €/kg","3,05 €",,,
8694,"
Cayena ecológica Artemísbio 20 g.","
 20 G. |
125,00 €/kg","2,50 €",,,
8695,"
Bebida de arroz integral ecológica Vivibio sin gluten brik 1 l.","
 1 L. |
1,98 €/l","1,98 €",,,
8696,"
Té Chai con especias en bolsitas ecológico Pompadour 18 ud.","
 18 Ud. |
122,22 €/kg","3,30 €",,,
8697,"
Aceite de oliva virgen extra ecológico intenso La Organic 500 ml.","
 500 Ml. |
29,90 €/l","14,95 €",,,
8698,"
Té Chai dulce en bolsitas ecológico Higher Living 15 ud.","
 15 Ud. |
95,45 €/kg","3,15 €",,,
8699,"
Salsa de coco ecológica Aminos Ecocesta 250 ml.","
 250 Ml. |
25,40 €/l","6,35 €",,,
8700,"
Kéfir de oveja ecológico El Cantero de Letur 420 g.","
 420 G. |
8,10 €/kg","3,40 €",,,
8701,"
Rosquitos de espelta con chocolate blanco y semillas de chía ecológicos El Horno de Leña 160 g.","
 160 G. |
19,38 €/kg","3,10 €",,,
8702,"
Albóndigas de seitan con chía ecológicas Ecocesta 240 g.","
 240 G. |
21,04 €/kg","5,05 €",,,
8703,"
Albóndigas de quinoa ecológicas Soria Natural sin gluten y sin lactosa 370 g.","
 370 G. |
11,22 €/kg","4,15 €",,,
8704,"
Barritas de coco ecológica Taste of Nature 40 g.","
 40 G. |
44,25 €/kg","1,77 €",,,
8705,"
Aperitivo de verduras ecológico Sarchio sin gluten 55 g.","
 55 G. |
43,45 €/kg","2,39 €",,,
8706,"
Salsa vegenesa ecológica Soria Natural sin gluten y sin lactosa 200 g. ","
 200 G. |
19,75 €/kg","3,95 €",,,
8707,"
Cereales granola con manzana, jengibre y canela ecológicos La Newyorkina 275 g.","
 275 G. |
20,36 €/l","5,60 €",,,
8708,"
Sopa de quinoa con verduras ecológica Carretilla sin gluten 350 g.","
 350 G. |
6,00 €/kg","2,10 €",,,
8709,,,,,,
8710,"
Bebida de almendra ecológica EcoMil sin gluten y sin lactosa brik 1 l.","
 1 L. |
2,90 €/l","2,90 €",,,
8711,"
Crema de menestra ecológica Pedro Luis sin guten 500 ml.","
 500 Ml. |
9,07 €/kg","4,40 €",,,
8712,"
Barrita de cacahuete ecológica Taste of Nature 40 g.","
 40 G. |
44,25 €/kg","1,77 €",,,
8713,"
Bolsita de plátano, pera y naranja con avena ecológica Organix 100 g.","
 100 G. |
11,50 €/kg","1,15 €",,,
8714,"
Kéfir de oveja ecológico El Cantero de Letur 420 g.","
 420 G. |
8,10 €/kg","3,40 €",,,
8715,"
Infusión de cúrcuma en bolsitas ecológica Pukka 20 ud.","
 20 Ud. |
112,50 €/kg","4,50 €",,,
8716,"
Cereales con fruta Muesli ecológicos Bauck Hof sin gluten 325 g.","
 325 G. |
12,77 €/kg","4,15 €",,,
8717,"
Infusión de canelas en bolsitas ecológica Pukka 20 ud.","
 20 Ud. |
112,50 €/kg","4,50 €",,,
8718,"
Sorbete de açaí ecológica Sambazon sin gluten sin lactosa 500 ml.","
 500 Ml. |
12,60 €/l","6,30 €",,,
8719,"
Tisana diges en bolsitas ecológica Artemísbio 20 ud.","
 20 Ud. |
91,67 €/kg","2,75 €",,,
8720,"
Aperitivo de manzana ecológico Paño Nature 90 g.","
 90 G. |
33,89 €/kg","3,05 €",,,
8721,"
Tomate frito con cebolla ecológico Cachopo tarro 340 g.","
 340 G. |
10,88 €/kg","3,70 €",,,
8722,"
Snack de manzana crujiente sin azúcar añadido ecológica VitaSnack sin gluten y sin lactosa 20 g.","
 20 G. |
115,00 €/kg","2,30 €",,,
8723,"
Jengibre con leche de coco y canela sin azúcar añadido ecológico Latte&Go 150 g.","
 150 G. |
75,67 €/kg","11,35 €",,,
8724,"
Bebida arroz y coco ecológica Gerble sin gluten y sin lactosa brik 1 l.","
 1 L. |
2,39 €/l","2,39 €",,,
8725,"
Barrita de frutos secos, semillas y cacahuetes ecológica Taste of Nature 40 g.","
 40 G. |
44,25 €/kg","1,77 €",,,
8726,"
Infusión detox al lemongras en bolsitas ecológica Pompadour 18 ud.","
 18 Ud. |
129,63 €/kg","3,50 €",,,
8727,"
Bebida de arroz con calcio ecológica Naturgreen sin gluten y sin lactosa brik 1 l.","
 1 L. |
3,00 €/l","3,00 €",,,
8728,"
Barrita de cacao ecológica Natural Athlete sin gluten 40 g.","
 40 G. |
52,50 €/kg","2,10 €",,,
8729,"
Galletas de avena con pepitas de chocolate ecológicas Schär sin gluten 105 g.","
 105 G. |
29,52 €/kg","3,10 €",,,
8730,"
Cocktail de frutos del bosque ecológicos Paño Nature 240 g.","
 240 G. |
21,88 €/kg","5,25 €",,,
8731,"
Horchata de leche merengada ecológica Mercader 1 l.","
 1 L. |
2,10 €/l","2,10 €",,,
8732,"
Fusilli ecológico Dalla Costa 250 g.","
 250 G. |
15,20 €/kg","3,80 €",,,
8733,"
Aceite de oliva virgen extra ecológico Soler Romero 500 ml.","
 500 Ml. |
15,90 €/l","7,95 €",,,
8734,,,,,,
8735,"
Granola natural de cacao, coco y quinoa ecológica Natural Athlete 325 g.","
 325 G. |
25,08 €/kg","8,15 €",,,
8736,"
Proteína de suero sabor chocolate ecológica Natural Athlete 350 g.","
 350 G. |
49,86 €/kg","17,45 €",,,
8737,"
Cereales granola con coco y limón ecológicos La Newyorkina doypack 275 g.","
 275 G. |
20,36 €/l","5,60 €",,,
8738,"
Powergy Maca, lúcuma y cacao ecológico Ecocesta 175 g.","
 175 G. |
40,29 €/kg","7,05 €",,,
8739,"
Té verde gunpowder menta ecológico Oxfam 100 g.","
 100 G. |
47,50 €/kg","4,75 €",,,
8740,"
Aceite de oliva virgen extra ecológico Carbonell 750 ml.","
 750 Ml. |
5,99 €/l","4,49 €",,,
8741,"
Preparado de soja sabor coco sin azúcar ecológico Provamel 500 g.","
 500 G. |
5,80 €/kg","2,90 €",,,
8742,"
Preparado de soja sabor vainilla ecológico Provamel 500 g.","
 500 G. |
5,80 €/kg","2,90 €",,,
8743,"
Café molido natural descafeinado ecológico Mujer Oxfam Intermón 250 g.","
 250 G. |
16,04 €/kg","3,69 €",,,
8744,"
Granola natural de arándano, amaranto y cardamomo ecológica Natural Athlete 325 g.","
 325 G |
25,08 €/kg","8,15 €",,,
8745,"
Vinagre balsámico de módena ecológico Giuseppe Cremonini 250 ml.","
 250 Ml. |
18,20 €/l","4,55 €",,,
8746,"
Panna Cotta ecológica Pur Natur pack de 2 unidades de 125 g","
 Pack 2x125 G, |
12,40 €/kg","3,10 €",,,
8747,"
Snack de tomate crujiente ecológico Vita Snack sin gluten y sin lactosa 26 g.","
 26 G. |
127,78 €/kg","2,30 €",,,
8748,"
Cereales choco balls ecológicos Bauck Hof sin gluen 300 g.","
 300 G. |
13,83 €/kg","4,15 €",,,
8749,"
Snack de papaya crujiente ecológica VitaSnack sin gluten doy pack 24 g.","
 24 G. |
137,08 €/kg","3,29 €",,,
8750,"
Maca en cápsulas ecológica Natur Green 120 ud.","
 71,4 G. |
17,89 €/100 g","12,70 €",,,
8751,"
Quinoa ecológica tarrina 125 g","
 Envase De |
10,80 €/kg","1,35 €",,,
8752,"
Guiso de lentejas y quinoa ecológica Carlota Orgánic sin gluten 425 g.","
 425 G. |
9,29 €/kg","3,95 €",,,
8753,"
Tisana antiestres en bolsitas ecológica Artemísbio 20 ud.","
 20 Ud. |
91,67 €/kg","2,75 €",,,
8754,"
Espirulina en polvo ecológica Naturgreen 175 g.","
 175 G. |
56,86 €/kg","9,95 €",,,
8755,"
Proteínas de cáñamo y arroz ecológico Ecocesta 175 g.","
 175 G. |
43,43 €/kg","7,60 €",,,
8756,"
Bebida arroz ecológica Gerble  sin gluten y sin lactosa brik 1 l.","
 1 L. |
2,39 €/l","2,39 €",,,
8757,"
Preparado de soja sabor arándanos ecológico Provamel pack de 4 unidades de 125 g.","
 Pack 4x125 G. |
5,80 €/kg","2,90 €",,,
8758,"
Bebida de arroz ecológica Soria Natural con canela al limón brik 1 l.","
 1 L. |
3,00 €/l","3,00 €",,,
8759,,,,,,
8760,"
Almendras molidas ecológicas Vahiné","
 1 Ud. |
52,50 €/kg","5,25 €",,,3x2
8761,"
Especias para tacos ecológica Santa María 28 g.","
 28 G. |
85,71 €/kg","2,40 €",,,
8762,"
Té verde con limón en bolsitas ecológico Pompadour 18 ud.","
 18 Ud. |
109,26 €/kg","2,95 €",,,
8763,"
Bebida láctea clásica ecológica Artelac 1 l.","
 1 L. |
1,59 €/l","1,59 €",,,
8764,"
Aceitde de coco ecológico Vita Coco 250 ml.","
 250 Ml. |
28,00 €/l","7,00 €",,,
8765,"
Tisana respir en bolsitas ecológica Artemísbio 20 ud.","
 20 Ud. |
91,67 €/kg","2,75 €",,,
8766,"
Infusión rise&shine en bolsitas ecológica Cupper 20 ud.","
 20 Ud. |
78,75 €/kg","3,15 €",,,
8767,"
Preparado en polvo para hacer helado de sabor leche merengada ecológico Nutra Ice sin gluten 360 g.","
 360 G. |
27,64 €/kg","9,95 €",,,
8768,"
Aceite de lino ecológico La Masía 250 ml.","
 250 Ml. |
16,40 €/l","4,10 €",,,
8769,"
Aceite de oliva virgen extra ecológico Valdezarza 500 ml.","
 500 Ml. |
11,50 €/l","5,75 €",,,
8770,"
Jugo de aloe vera con granada ecológico Green Frog 500 ml.","
 500 Ml. |
18,10 €/l","9,05 €",,,
8771,"
Crema de zanahora y naranja con toque de jengibre ecológica Hero 345 g.","
 345 G. |
7,54 €/kg","2,60 €",,,
8772,"
Vinagre balsámico ecológico Soler Romero 250 ml.","
 250 Ml. |
16,00 €/l","4,00 €",,,
